,townCode,vilCode,vilName,name,party,tks,tksRate
36,09007020,09007020004,芹壁村,曹爾元,中國國民黨,106,0.2523809523809524
37,09007020,09007020004,芹壁村,李問,民主進步黨,176,0.41904761904761906
38,09007020,09007020004,芹壁村,王忠銘,中國國民黨,138,0.32857142857142857
39,09007020,09007020005,坂里村,曹爾元,中國國民黨,106,0.2523809523809524
40,09007020,09007020005,坂里村,李問,民主進步黨,176,0.41904761904761906
41,09007020,09007020005,坂里村,王忠銘,中國國民黨,138,0.32857142857142857
42,09007020,09007020006,白沙村,曹爾元,中國國民黨,106,0.2523809523809524
43,09007020,09007020006,白沙村,李問,民主進步黨,176,0.41904761904761906
44,09007020,09007020006,白沙村,王忠銘,中國國民黨,138,0.32857142857142857
45,09007030,09007030001,青帆村,曹爾元,中國國民黨,68,0.2463768115942029
46,09007030,09007030001,青帆村,李問,民主進步黨,91,0.32971014492753625
47,09007030,09007030001,青帆村,王忠銘,中國國民黨,117,0.42391304347826086
48,09007030,09007030002,田沃村,曹爾元,中國國民黨,68,0.2463768115942029
49,09007030,09007030002,田沃村,李問,民主進步黨,91,0.32971014492753625
50,09007030,09007030002,田沃村,王忠銘,中國國民黨,117,0.42391304347826086
51,09007030,09007030003,西坵村,曹爾元,中國國民黨,68,0.2463768115942029
52,09007030,09007030003,西坵村,李問,民主進步黨,91,0.32971014492753625
53,09007030,09007030003,西坵村,王忠銘,中國國民黨,117,0.42391304347826086
54,09007030,09007030004,福正村,曹爾元,中國國民黨,139,0.4426751592356688
55,09007030,09007030004,福正村,李問,民主進步黨,39,0.12420382165605096
56,09007030,09007030004,福正村,王忠銘,中國國民黨,136,0.43312101910828027
57,09007030,09007030005,大坪村,曹爾元,中國國民黨,139,0.4426751592356688
58,09007030,09007030005,大坪村,李問,民主進步黨,39,0.12420382165605096
59,09007030,09007030005,大坪村,王忠銘,中國國民黨,136,0.43312101910828027
60,09007040,09007040001,中柳村,曹爾元,中國國民黨,89,0.30689655172413793
61,09007040,09007040001,中柳村,李問,民主進步黨,88,0.30344827586206896
62,09007040,09007040001,中柳村,王忠銘,中國國民黨,113,0.3896551724137931
63,09007040,09007040002,樂華村,曹爾元,中國國民黨,89,0.30689655172413793
64,09007040,09007040002,樂華村,李問,民主進步黨,88,0.30344827586206896
65,09007040,09007040002,樂華村,王忠銘,中國國民黨,113,0.3896551724137931
66,09020010,09020010001,東門里,朱紀瑋,龍黨,440,0.14824797843665768
67,09020010,09020010001,東門里,李應文,無,483,0.16273584905660377
68,09020010,09020010001,東門里,林志錦,無,557,0.18766846361185985
69,09020010,09020010001,東門里,楊鎮浯,中國國民黨,338,0.11388140161725067
70,09020010,09020010001,東門里,洪志恒,無,691,0.2328167115902965
71,09020010,09020010001,東門里,陳福海,無,459,0.15464959568733153
72,09020010,09020010002,西門里,朱紀瑋,龍黨,1172,0.17887667887667888
73,09020010,09020010002,西門里,李應文,無,1295,0.19764957264957264
74,09020010,09020010002,西門里,林志錦,無,951,0.14514652014652016
75,09020010,09020010002,西門里,楊鎮浯,中國國民黨,941,0.1436202686202686
76,09020010,09020010002,西門里,洪志恒,無,1209,0.18452380952380953
77,09020010,09020010002,西門里,陳福海,無,984,0.15018315018315018
78,09020010,09020010003,南門里,朱紀瑋,龍黨,582,0.1709753231492362
79,09020010,09020010003,南門里,李應文,無,603,0.17714453584018802
80,09020010,09020010003,南門里,林志錦,無,438,0.12867215041128086
81,09020010,09020010003,南門里,楊鎮浯,中國國民黨,506,0.14864864864864866
82,09020010,09020010003,南門里,洪志恒,無,818,0.24030552291421856
83,09020010,09020010003,南門里,陳福海,無,457,0.13425381903642772
84,09020010,09020010004,北門里,朱紀瑋,龍黨,483,0.16563786008230452
85,09020010,09020010004,北門里,李應文,無,497,0.17043895747599452
86,09020010,09020010004,北門里,林志錦,無,508,0.17421124828532236
87,09020010,09020010004,北門里,楊鎮浯,中國國民黨,444,0.1522633744855967
88,09020010,09020010004,北門里,洪志恒,無,495,0.1697530864197531
89,09020010,09020010004,北門里,陳福海,無,489,0.16769547325102882
90,09020010,09020010005,古城里,朱紀瑋,龍黨,654,0.1676923076923077
91,09020010,09020010005,古城里,李應文,無,746,0.19128205128205128
92,09020010,09020010005,古城里,林志錦,無,643,0.16487179487179487
93,09020010,09020010005,古城里,楊鎮浯,中國國民黨,550,0.14102564102564102
94,09020010,09020010005,古城里,洪志恒,無,811,0.20794871794871794
95,09020010,09020010005,古城里,陳福海,無,496,0.12717948717948718
96,09020010,09020010006,金水里,朱紀瑋,龍黨,188,0.2198830409356725
97,09020010,09020010006,金水里,李應文,無,115,0.13450292397660818
98,09020010,09020010006,金水里,林志錦,無,144,0.16842105263157894
99,09020010,09020010006,金水里,楊鎮浯,中國國民黨,138,0.16140350877192983
100,09020010,09020010006,金水里,洪志恒,無,162,0.18947368421052632
101,09020010,09020010006,金水里,陳福海,無,108,0.12631578947368421
102,09020010,09020010007,珠沙里,朱紀瑋,龍黨,294,0.18502202643171806
103,09020010,09020010007,珠沙里,李應文,無,294,0.18502202643171806
104,09020010,09020010007,珠沙里,林志錦,無,235,0.14789175582127123
105,09020010,09020010007,珠沙里,楊鎮浯,中國國民黨,349,0.2196349905601007
106,09020010,09020010007,珠沙里,洪志恒,無,241,0.15166771554436753
107,09020010,09020010007,珠沙里,陳福海,無,176,0.11076148521082442
108,09020010,09020010008,賢庵里,朱紀瑋,龍黨,520,0.18806509945750452
109,09020010,09020010008,賢庵里,李應文,無,468,0.16925858951175407
110,09020010,09020010008,賢庵里,林志錦,無,395,0.14285714285714285
111,09020010,09020010008,賢庵里,楊鎮浯,中國國民黨,434,0.1569620253164557
112,09020010,09020010008,賢庵里,洪志恒,無,439,0.15877034358047015
113,09020010,09020010008,賢庵里,陳福海,無,509,0.1840867992766727
114,09020020,09020020001,汶沙里,朱紀瑋,龍黨,585,0.1898118105126541
115,09020020,09020020001,汶沙里,李應文,無,581,0.18851395197923426
116,09020020,09020020001,汶沙里,林志錦,無,531,0.17229072031148604
117,09020020,09020020001,汶沙里,楊鎮浯,中國國民黨,445,0.14438676184295912
118,09020020,09020020001,汶沙里,洪志恒,無,460,0.14925373134328357
119,09020020,09020020001,汶沙里,陳福海,無,480,0.15574302401038287
120,09020020,09020020002,三山里,朱紀瑋,龍黨,332,0.18033677349266702
121,09020020,09020020002,三山里,李應文,無,283,0.15372080391091797
122,09020020,09020020002,三山里,林志錦,無,225,0.12221618685497013
123,09020020,09020020002,三山里,楊鎮浯,中國國民黨,275,0.14937533948940793
124,09020020,09020020002,三山里,洪志恒,無,382,0.20749592612710482
125,09020020,09020020002,三山里,陳福海,無,344,0.1868549701249321
126,09020020,09020020003,大洋里,朱紀瑋,龍黨,203,0.23441108545034642
127,09020020,09020020003,大洋里,李應文,無,163,0.18822170900692842
128,09020020,09020020003,大洋里,林志錦,無,87,0.10046189376443418
129,09020020,09020020003,大洋里,楊鎮浯,中國國民黨,164,0.18937644341801385
130,09020020,09020020003,大洋里,洪志恒,無,126,0.14549653579676675
131,09020020,09020020003,大洋里,陳福海,無,123,0.1420323325635104
132,09020020,09020020004,光前里,朱紀瑋,龍黨,228,0.15250836120401337
133,09020020,09020020004,光前里,李應文,無,289,0.19331103678929765
134,09020020,09020020004,光前里,林志錦,無,216,0.14448160535117058
135,09020020,09020020004,光前里,楊鎮浯,中國國民黨,239,0.15986622073578596
136,09020020,09020020004,光前里,洪志恒,無,244,0.16321070234113713
137,09020020,09020020004,光前里,陳福海,無,279,0.1866220735785953
138,09020020,09020020005,何斗里,朱紀瑋,龍黨,323,0.16280241935483872
139,09020020,09020020005,何斗里,李應文,無,374,0.18850806451612903
140,09020020,09020020005,何斗里,林志錦,無,270,0.13608870967741934
141,09020020,09020020005,何斗里,楊鎮浯,中國國民黨,323,0.16280241935483872
142,09020020,09020020005,何斗里,洪志恒,無,297,0.14969758064516128
143,09020020,09020020005,何斗里,陳福海,無,397,0.2001008064516129
144,09020020,09020020006,西園里,朱紀瑋,龍黨,73,0.1092814371257485
145,09020020,09020020006,西園里,李應文,無,134,0.20059880239520958
146,09020020,09020020006,西園里,林志錦,無,152,0.2275449101796407
147,09020020,09020020006,西園里,楊鎮浯,中國國民黨,80,0.11976047904191617
148,09020020,09020020006,西園里,洪志恒,無,80,0.11976047904191617
149,09020020,09020020006,西園里,陳福海,無,149,0.22305389221556887
150,09020020,09020020007,官嶼里,朱紀瑋,龍黨,342,0.19365798414496035
151,09020020,09020020007,官嶼里,李應文,無,262,0.14835787089467722
152,09020020,09020020007,官嶼里,林志錦,無,264,0.14949037372593432
153,09020020,09020020007,官嶼里,楊鎮浯,中國國民黨,353,0.19988674971687428
154,09020020,09020020007,官嶼里,洪志恒,無,304,0.17214043035107587
155,09020020,09020020007,官嶼里,陳福海,無,241,0.1364665911664779
156,09020020,09020020008,浦山里,朱紀瑋,龍黨,271,0.14922907488986784
157,09020020,09020020008,浦山里,李應文,無,390,0.21475770925110133
158,09020020,09020020008,浦山里,林志錦,無,247,0.13601321585903084
159,09020020,09020020008,浦山里,楊鎮浯,中國國民黨,297,0.16354625550660792
160,09020020,09020020008,浦山里,洪志恒,無,377,0.20759911894273128
161,09020020,09020020008,浦山里,陳福海,無,234,0.1288546255506608
162,09020030,09020030001,新市里,朱紀瑋,龍黨,521,0.16306729264475744
163,09020030,09020030001,新市里,李應文,無,656,0.205320813771518
164,09020030,09020030001,新市里,林志錦,無,519,0.1624413145539906
165,09020030,09020030001,新市里,楊鎮浯,中國國民黨,618,0.19342723004694837
166,09020030,09020030001,新市里,洪志恒,無,382,0.11956181533646322
167,09020030,09020030001,新市里,陳福海,無,499,0.15618153364632237
168,09020030,09020030002,山外里,朱紀瑋,龍黨,182,0.11570247933884298
169,09020030,09020030002,山外里,李應文,無,292,0.1856325492689129
170,09020030,09020030002,山外里,林志錦,無,241,0.15321042593769865
171,09020030,09020030002,山外里,楊鎮浯,中國國民黨,247,0.15702479338842976
172,09020030,09020030002,山外里,洪志恒,無,305,0.19389701207883026
173,09020030,09020030002,山外里,陳福海,無,306,0.19453273998728543
174,09020030,09020030003,正義里,朱紀瑋,龍黨,402,0.20615384615384616
175,09020030,09020030003,正義里,李應文,無,430,0.2205128205128205
176,09020030,09020030003,正義里,林志錦,無,302,0.15487179487179487
177,09020030,09020030003,正義里,楊鎮浯,中國國民黨,331,0.16974358974358975
178,09020030,09020030003,正義里,洪志恒,無,281,0.1441025641025641
179,09020030,09020030003,正義里,陳福海,無,204,0.10461538461538461
180,09020030,09020030004,料羅里,朱紀瑋,龍黨,344,0.18376068376068377
181,09020030,09020030004,料羅里,李應文,無,298,0.15918803418803418
182,09020030,09020030004,料羅里,林志錦,無,264,0.14102564102564102
183,09020030,09020030004,料羅里,楊鎮浯,中國國民黨,325,0.1736111111111111
184,09020030,09020030004,料羅里,洪志恒,無,350,0.18696581196581197
185,09020030,09020030004,料羅里,陳福海,無,291,0.15544871794871795
186,09020030,09020030005,瓊林里,朱紀瑋,龍黨,429,0.20389733840304183
187,09020030,09020030005,瓊林里,李應文,無,339,0.16112167300380228
188,09020030,09020030005,瓊林里,林志錦,無,392,0.18631178707224336
189,09020030,09020030005,瓊林里,楊鎮浯,中國國民黨,350,0.16634980988593157
190,09020030,09020030005,瓊林里,洪志恒,無,357,0.16967680608365018
191,09020030,09020030005,瓊林里,陳福海,無,237,0.1126425855513308
192,09020030,09020030006,新湖里,朱紀瑋,龍黨,769,0.17967289719626167
193,09020030,09020030006,新湖里,李應文,無,678,0.15841121495327104
194,09020030,09020030006,新湖里,林志錦,無,525,0.12266355140186916
195,09020030,09020030006,新湖里,楊鎮浯,中國國民黨,806,0.1883177570093458
196,09020030,09020030006,新湖里,洪志恒,無,780,0.1822429906542056
197,09020030,09020030006,新湖里,陳福海,無,722,0.16869158878504673
198,09020030,09020030007,溪湖里,朱紀瑋,龍黨,132,0.18032786885245902
199,09020030,09020030007,溪湖里,李應文,無,99,0.13524590163934427
200,09020030,09020030007,溪湖里,林志錦,無,110,0.15027322404371585
201,09020030,09020030007,溪湖里,楊鎮浯,中國國民黨,90,0.12295081967213115
202,09020030,09020030007,溪湖里,洪志恒,無,146,0.1994535519125683
203,09020030,09020030007,溪湖里,陳福海,無,155,0.21174863387978143
204,09020030,09020030008,蓮庵里,朱紀瑋,龍黨,191,0.14714946070878274
205,09020030,09020030008,蓮庵里,李應文,無,158,0.12172573189522343
206,09020030,09020030008,蓮庵里,林志錦,無,297,0.2288135593220339
207,09020030,09020030008,蓮庵里,楊鎮浯,中國國民黨,285,0.21956856702619415
208,09020030,09020030008,蓮庵里,洪志恒,無,258,0.1987673343605547
209,09020030,09020030008,蓮庵里,陳福海,無,109,0.0839753466872111
210,09020040,09020040001,古寧村,朱紀瑋,龍黨,228,0.1735159817351598
211,09020040,09020040001,古寧村,李應文,無,199,0.15144596651445966
212,09020040,09020040001,古寧村,林志錦,無,225,0.17123287671232876
213,09020040,09020040001,古寧村,楊鎮浯,中國國民黨,235,0.17884322678843226
214,09020040,09020040001,古寧村,洪志恒,無,253,0.19254185692541856
215,09020040,09020040001,古寧村,陳福海,無,174,0.1324200913242009
216,09020040,09020040002,安美村,朱紀瑋,龍黨,592,0.1384471468662301
217,09020040,09020040002,安美村,李應文,無,872,0.2039289055191768
218,09020040,09020040002,安美村,林志錦,無,734,0.1716557530402245
219,09020040,09020040002,安美村,楊鎮浯,中國國民黨,497,0.11623012160898036
220,09020040,09020040002,安美村,洪志恒,無,870,0.20346117867165575
221,09020040,09020040002,安美村,陳福海,無,711,0.16627689429373246
222,09020040,09020040003,后盤村,朱紀瑋,龍黨,242,0.17965850037119524
223,09020040,09020040003,后盤村,李應文,無,295,0.21900519673348182
224,09020040,09020040003,后盤村,林志錦,無,143,0.10616184112843356
225,09020040,09020040003,后盤村,楊鎮浯,中國國民黨,206,0.15293244246473645
226,09020040,09020040003,后盤村,洪志恒,無,271,0.2011878247958426
227,09020040,09020040003,后盤村,陳福海,無,190,0.14105419450631032
228,09020040,09020040004,湖埔村,朱紀瑋,龍黨,914,0.14720566918988565
229,09020040,09020040004,湖埔村,李應文,無,1085,0.17474633596392333
230,09020040,09020040004,湖埔村,林志錦,無,889,0.14317925591882752
231,09020040,09020040004,湖埔村,楊鎮浯,中國國民黨,1108,0.17845063617329682
232,09020040,09020040004,湖埔村,洪志恒,無,1037,0.1670156224834917
233,09020040,09020040004,湖埔村,陳福海,無,1176,0.18940248027057496
234,09020040,09020040005,榜林村,朱紀瑋,龍黨,431,0.13318912237330038
235,09020040,09020040005,榜林村,李應文,無,519,0.1603831891223733
236,09020040,09020040005,榜林村,林志錦,無,635,0.19622991347342397
237,09020040,09020040005,榜林村,楊鎮浯,中國國民黨,560,0.173053152039555
238,09020040,09020040005,榜林村,洪志恒,無,542,0.16749072929542647
239,09020040,09020040005,榜林村,陳福海,無,549,0.16965389369592088
240,09020040,09020040006,盤山村,朱紀瑋,龍黨,683,0.15235333482043276
241,09020040,09020040006,盤山村,李應文,無,1000,0.2230649118893598
242,09020040,09020040006,盤山村,林志錦,無,632,0.14097702431407538
243,09020040,09020040006,盤山村,楊鎮浯,中國國民黨,742,0.16551416462190496
244,09020040,09020040006,盤山村,洪志恒,無,695,0.15503011376310508
245,09020040,09020040006,盤山村,陳福海,無,731,0.163060450591122
246,09020050,09020050001,上岐村,朱紀瑋,龍黨,220,0.13261000602772754
247,09020050,09020050001,上岐村,李應文,無,323,0.1946955997588909
248,09020050,09020050001,上岐村,林志錦,無,228,0.13743218806509946
249,09020050,09020050001,上岐村,楊鎮浯,中國國民黨,302,0.18203737191078964
250,09020050,09020050001,上岐村,洪志恒,無,299,0.18022905364677516
251,09020050,09020050001,上岐村,陳福海,無,287,0.1729957805907173
252,09020050,09020050002,上林村,朱紀瑋,龍黨,154,0.15730337078651685
253,09020050,09020050002,上林村,李應文,無,235,0.24004085801838612
254,09020050,09020050002,上林村,林志錦,無,88,0.0898876404494382
255,09020050,09020050002,上林村,楊鎮浯,中國國民黨,216,0.22063329928498468
256,09020050,09020050002,上林村,洪志恒,無,114,0.11644535240040858
257,09020050,09020050002,上林村,陳福海,無,172,0.17568947906026558
258,09020050,09020050003,西口村,朱紀瑋,龍黨,230,0.15456989247311828
259,09020050,09020050003,西口村,李應文,無,249,0.16733870967741934
260,09020050,09020050003,西口村,林志錦,無,249,0.16733870967741934
261,09020050,09020050003,西口村,楊鎮浯,中國國民黨,277,0.18615591397849462
262,09020050,09020050003,西口村,洪志恒,無,259,0.17405913978494625
263,09020050,09020050003,西口村,陳福海,無,224,0.15053763440860216
264,09020050,09020050004,林湖村,朱紀瑋,龍黨,312,0.1881785283474065
265,09020050,09020050004,林湖村,李應文,無,291,0.17551266586248493
266,09020050,09020050004,林湖村,林志錦,無,225,0.13570566948130278
267,09020050,09020050004,林湖村,楊鎮浯,中國國民黨,299,0.18033775633293125
268,09020050,09020050004,林湖村,洪志恒,無,313,0.1887816646562123
269,09020050,09020050004,林湖村,陳福海,無,218,0.13148371531966224
270,09020050,09020050005,黃埔村,朱紀瑋,龍黨,120,0.14084507042253522
271,09020050,09020050005,黃埔村,李應文,無,139,0.16314553990610328
272,09020050,09020050005,黃埔村,林志錦,無,131,0.15375586854460094
273,09020050,09020050005,黃埔村,楊鎮浯,中國國民黨,176,0.20657276995305165
274,09020050,09020050005,黃埔村,洪志恒,無,161,0.18896713615023475
275,09020050,09020050005,黃埔村,陳福海,無,125,0.1467136150234742
276,09020060,09020060001,大坵村,朱紀瑋,龍黨,30,0.23076923076923078
277,09020060,09020060001,大坵村,李應文,無,22,0.16923076923076924
278,09020060,09020060001,大坵村,林志錦,無,21,0.16153846153846155
279,09020060,09020060001,大坵村,楊鎮浯,中國國民黨,16,0.12307692307692308
280,09020060,09020060001,大坵村,洪志恒,無,20,0.15384615384615385
281,09020060,09020060001,大坵村,陳福海,無,21,0.16153846153846155
282,09020060,09020060002,小坵村,朱紀瑋,龍黨,27,0.20300751879699247
283,09020060,09020060002,小坵村,李應文,無,22,0.16541353383458646
284,09020060,09020060002,小坵村,林志錦,無,20,0.15037593984962405
285,09020060,09020060002,小坵村,楊鎮浯,中國國民黨,21,0.15789473684210525
286,09020060,09020060002,小坵村,洪志恒,無,25,0.18796992481203006
287,09020060,09020060002,小坵村,陳福海,無,18,0.13533834586466165
288,10002010,10002010001,神農里,朱振東,天一黨,283,0.14632885211995864
289,10002010,10002010001,神農里,林姿妙,中國國民黨,435,0.2249224405377456
290,10002010,10002010001,神農里,江聰淵,民主進步黨,316,0.16339193381592554
291,10002010,10002010001,神農里,許鋐哲,無,490,0.2533609100310238
292,10002010,10002010001,神農里,陳秋境,無,410,0.21199586349534644
293,10002010,10002010002,民權里,朱振東,天一黨,254,0.20063191153238547
294,10002010,10002010002,民權里,林姿妙,中國國民黨,238,0.18799368088467613
295,10002010,10002010002,民權里,江聰淵,民主進步黨,270,0.2132701421800948
296,10002010,10002010002,民權里,許鋐哲,無,197,0.15560821484992102
297,10002010,10002010002,民權里,陳秋境,無,307,0.2424960505529226
298,10002010,10002010008,進士里,朱振東,天一黨,251,0.22985347985347984
299,10002010,10002010008,進士里,林姿妙,中國國民黨,208,0.19047619047619047
300,10002010,10002010008,進士里,江聰淵,民主進步黨,188,0.17216117216117216
301,10002010,10002010008,進士里,許鋐哲,無,168,0.15384615384615385
302,10002010,10002010008,進士里,陳秋境,無,277,0.25366300366300365
303,10002010,10002010009,南橋里,朱振東,天一黨,167,0.2362093352192362
304,10002010,10002010009,南橋里,林姿妙,中國國民黨,99,0.14002828854314003
305,10002010,10002010009,南橋里,江聰淵,民主進步黨,231,0.32673267326732675
306,10002010,10002010009,南橋里,許鋐哲,無,108,0.15275813295615276
307,10002010,10002010009,南橋里,陳秋境,無,102,0.14427157001414428
308,10002010,10002010010,建業里,朱振東,天一黨,206,0.20038910505836577
309,10002010,10002010010,建業里,林姿妙,中國國民黨,199,0.193579766536965
310,10002010,10002010010,建業里,江聰淵,民主進步黨,221,0.21498054474708173
311,10002010,10002010010,建業里,許鋐哲,無,85,0.08268482490272373
312,10002010,10002010010,建業里,陳秋境,無,317,0.30836575875486383
313,10002010,10002010011,南津里,朱振東,天一黨,296,0.2292796281951975
314,10002010,10002010011,南津里,林姿妙,中國國民黨,287,0.22230828814872192
315,10002010,10002010011,南津里,江聰淵,民主進步黨,265,0.20526723470178157
316,10002010,10002010011,南津里,許鋐哲,無,186,0.14407436096049575
317,10002010,10002010011,南津里,陳秋境,無,257,0.19907048799380325
318,10002010,10002010012,凱旋里,朱振東,天一黨,130,0.22298456260720412
319,10002010,10002010012,凱旋里,林姿妙,中國國民黨,163,0.27958833619210977
320,10002010,10002010012,凱旋里,江聰淵,民主進步黨,88,0.1509433962264151
321,10002010,10002010012,凱旋里,許鋐哲,無,57,0.09777015437392796
322,10002010,10002010012,凱旋里,陳秋境,無,145,0.24871355060034306
323,10002010,10002010013,黎明里,朱振東,天一黨,151,0.13591359135913592
324,10002010,10002010013,黎明里,林姿妙,中國國民黨,342,0.30783078307830786
325,10002010,10002010013,黎明里,江聰淵,民主進步黨,253,0.22772277227722773
326,10002010,10002010013,黎明里,許鋐哲,無,169,0.15211521152115212
327,10002010,10002010013,黎明里,陳秋境,無,196,0.17641764176417643
328,10002010,10002010014,東村里,朱振東,天一黨,239,0.1621438263229308
329,10002010,10002010014,東村里,林姿妙,中國國民黨,344,0.23337856173677068
330,10002010,10002010014,東村里,江聰淵,民主進步黨,273,0.1852103120759837
331,10002010,10002010014,東村里,許鋐哲,無,254,0.1723202170963365
332,10002010,10002010014,東村里,陳秋境,無,364,0.24694708276797828
333,10002010,10002010015,延平里,朱振東,天一黨,352,0.17070805043646944
334,10002010,10002010015,延平里,林姿妙,中國國民黨,490,0.2376333656644035
335,10002010,10002010015,延平里,江聰淵,民主進步黨,413,0.2002909796314258
336,10002010,10002010015,延平里,許鋐哲,無,364,0.17652764306498545
337,10002010,10002010015,延平里,陳秋境,無,443,0.2148399612027158
338,10002010,10002010016,七張里,朱振東,天一黨,187,0.16403508771929826
339,10002010,10002010016,七張里,林姿妙,中國國民黨,216,0.18947368421052632
340,10002010,10002010016,七張里,江聰淵,民主進步黨,257,0.22543859649122808
341,10002010,10002010016,七張里,許鋐哲,無,203,0.1780701754385965
342,10002010,10002010016,七張里,陳秋境,無,277,0.24298245614035088
343,10002010,10002010017,慈安里,朱振東,天一黨,115,0.11442786069651742
344,10002010,10002010017,慈安里,林姿妙,中國國民黨,269,0.2676616915422886
345,10002010,10002010017,慈安里,江聰淵,民主進步黨,144,0.14328358208955225
346,10002010,10002010017,慈安里,許鋐哲,無,221,0.21990049751243781
347,10002010,10002010017,慈安里,陳秋境,無,256,0.25472636815920396
348,10002010,10002010018,新民里,朱振東,天一黨,227,0.1644927536231884
349,10002010,10002010018,新民里,林姿妙,中國國民黨,285,0.20652173913043478
350,10002010,10002010018,新民里,江聰淵,民主進步黨,347,0.2514492753623188
351,10002010,10002010018,新民里,許鋐哲,無,253,0.18333333333333332
352,10002010,10002010018,新民里,陳秋境,無,268,0.19420289855072465
353,10002010,10002010019,東門里,朱振東,天一黨,63,0.15671641791044777
354,10002010,10002010019,東門里,林姿妙,中國國民黨,86,0.21393034825870647
355,10002010,10002010019,東門里,江聰淵,民主進步黨,54,0.13432835820895522
356,10002010,10002010019,東門里,許鋐哲,無,75,0.1865671641791045
357,10002010,10002010019,東門里,陳秋境,無,124,0.30845771144278605
358,10002010,10002010021,小東里,朱振東,天一黨,268,0.2282793867120954
359,10002010,10002010021,小東里,林姿妙,中國國民黨,239,0.20357751277683134
360,10002010,10002010021,小東里,江聰淵,民主進步黨,136,0.11584327086882454
361,10002010,10002010021,小東里,許鋐哲,無,216,0.1839863713798978
362,10002010,10002010021,小東里,陳秋境,無,315,0.2683134582623509
363,10002010,10002010022,菜園里,朱振東,天一黨,186,0.231055900621118
364,10002010,10002010022,菜園里,林姿妙,中國國民黨,239,0.2968944099378882
365,10002010,10002010022,菜園里,江聰淵,民主進步黨,112,0.1391304347826087
366,10002010,10002010022,菜園里,許鋐哲,無,143,0.17763975155279504
367,10002010,10002010022,菜園里,陳秋境,無,125,0.15527950310559005
368,10002010,10002010023,孝廉里,朱振東,天一黨,45,0.12096774193548387
369,10002010,10002010023,孝廉里,林姿妙,中國國民黨,93,0.25
370,10002010,10002010023,孝廉里,江聰淵,民主進步黨,84,0.22580645161290322
371,10002010,10002010023,孝廉里,許鋐哲,無,65,0.17473118279569894
372,10002010,10002010023,孝廉里,陳秋境,無,85,0.22849462365591397
373,10002010,10002010024,新生里,朱振東,天一黨,371,0.21127562642369022
374,10002010,10002010024,新生里,林姿妙,中國國民黨,340,0.19362186788154898
375,10002010,10002010024,新生里,江聰淵,民主進步黨,370,0.21070615034168566
376,10002010,10002010024,新生里,許鋐哲,無,324,0.1845102505694761
377,10002010,10002010024,新生里,陳秋境,無,351,0.19988610478359908
