,countyCode,townCode,townName,candTksInfo
10,10002,10002010,宜蘭市,"[{'candNo': 1, 'tks': 10397, 'candVictor': '*', 'tksRate': 21.55, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 8636, 'candVictor': ' ', 'tksRate': 17.9, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 8606, 'candVictor': ' ', 'tksRate': 17.84, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 10681, 'candVictor': ' ', 'tksRate': 22.14, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 9918, 'candVictor': ' ', 'tksRate': 20.56, 'name': '江聰淵', 'party': '民主進步黨'}]"
11,10002,10002020,羅東鎮,"[{'candNo': 1, 'tks': 8061, 'candVictor': '*', 'tksRate': 23.63, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 6007, 'candVictor': ' ', 'tksRate': 17.61, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 5638, 'candVictor': ' ', 'tksRate': 16.53, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 7010, 'candVictor': ' ', 'tksRate': 20.55, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 7395, 'candVictor': ' ', 'tksRate': 21.68, 'name': '江聰淵', 'party': '民主進步黨'}]"
12,10002,10002030,蘇澳鎮,"[{'candNo': 1, 'tks': 4667, 'candVictor': '*', 'tksRate': 21.63, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3836, 'candVictor': ' ', 'tksRate': 17.78, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 3599, 'candVictor': ' ', 'tksRate': 16.68, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 4935, 'candVictor': ' ', 'tksRate': 22.87, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 4539, 'candVictor': ' ', 'tksRate': 21.04, 'name': '江聰淵', 'party': '民主進步黨'}]"
13,10002,10002040,頭城鎮,"[{'candNo': 1, 'tks': 3467, 'candVictor': '*', 'tksRate': 22.26, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2945, 'candVictor': ' ', 'tksRate': 18.91, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 2523, 'candVictor': ' ', 'tksRate': 16.2, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 3335, 'candVictor': ' ', 'tksRate': 21.41, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 3306, 'candVictor': ' ', 'tksRate': 21.22, 'name': '江聰淵', 'party': '民主進步黨'}]"
14,10002,10002050,礁溪鄉,"[{'candNo': 1, 'tks': 4363, 'candVictor': '*', 'tksRate': 21.68, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3493, 'candVictor': ' ', 'tksRate': 17.36, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 3553, 'candVictor': ' ', 'tksRate': 17.66, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 4454, 'candVictor': ' ', 'tksRate': 22.13, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 4261, 'candVictor': ' ', 'tksRate': 21.17, 'name': '江聰淵', 'party': '民主進步黨'}]"
15,10002,10002060,壯圍鄉,"[{'candNo': 1, 'tks': 2929, 'candVictor': '*', 'tksRate': 21.69, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2346, 'candVictor': ' ', 'tksRate': 17.37, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 2341, 'candVictor': ' ', 'tksRate': 17.34, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 2715, 'candVictor': ' ', 'tksRate': 20.11, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 3172, 'candVictor': ' ', 'tksRate': 23.49, 'name': '江聰淵', 'party': '民主進步黨'}]"
16,10002,10002070,員山鄉,"[{'candNo': 1, 'tks': 3773, 'candVictor': '*', 'tksRate': 21.61, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 3315, 'candVictor': ' ', 'tksRate': 18.98, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 2943, 'candVictor': ' ', 'tksRate': 16.85, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 3779, 'candVictor': ' ', 'tksRate': 21.64, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 3653, 'candVictor': ' ', 'tksRate': 20.92, 'name': '江聰淵', 'party': '民主進步黨'}]"
17,10002,10002080,冬山鄉,"[{'candNo': 1, 'tks': 7022, 'candVictor': '*', 'tksRate': 22.68, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 5124, 'candVictor': ' ', 'tksRate': 16.55, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 5307, 'candVictor': ' ', 'tksRate': 17.14, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 6821, 'candVictor': ' ', 'tksRate': 22.03, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 6691, 'candVictor': ' ', 'tksRate': 21.61, 'name': '江聰淵', 'party': '民主進步黨'}]"
18,10002,10002090,五結鄉,"[{'candNo': 1, 'tks': 4799, 'candVictor': '*', 'tksRate': 20.11, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 4439, 'candVictor': ' ', 'tksRate': 18.6, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 3921, 'candVictor': ' ', 'tksRate': 16.43, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 5329, 'candVictor': ' ', 'tksRate': 22.33, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 5374, 'candVictor': ' ', 'tksRate': 22.52, 'name': '江聰淵', 'party': '民主進步黨'}]"
19,10002,10002100,三星鄉,"[{'candNo': 1, 'tks': 3023, 'candVictor': '*', 'tksRate': 24.14, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 2297, 'candVictor': ' ', 'tksRate': 18.34, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 1933, 'candVictor': ' ', 'tksRate': 15.43, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 2900, 'candVictor': ' ', 'tksRate': 23.16, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 2371, 'candVictor': ' ', 'tksRate': 18.93, 'name': '江聰淵', 'party': '民主進步黨'}]"
20,10002,10002110,大同鄉,"[{'candNo': 1, 'tks': 672, 'candVictor': '*', 'tksRate': 24.16, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 432, 'candVictor': ' ', 'tksRate': 15.53, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 491, 'candVictor': ' ', 'tksRate': 17.65, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 646, 'candVictor': ' ', 'tksRate': 23.22, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 541, 'candVictor': ' ', 'tksRate': 19.45, 'name': '江聰淵', 'party': '民主進步黨'}]"
21,10002,10002120,南澳鄉,"[{'candNo': 1, 'tks': 471, 'candVictor': '*', 'tksRate': 17.98, 'name': '林姿妙', 'party': '中國國民黨'}, {'candNo': 2, 'tks': 443, 'candVictor': ' ', 'tksRate': 16.91, 'name': '朱振東', 'party': '天一黨'}, {'candNo': 3, 'tks': 557, 'candVictor': ' ', 'tksRate': 21.27, 'name': '許鋐哲', 'party': '無'}, {'candNo': 4, 'tks': 582, 'candVictor': ' ', 'tksRate': 22.22, 'name': '陳秋境', 'party': '無'}, {'candNo': 5, 'tks': 566, 'candVictor': ' ', 'tksRate': 21.61, 'name': '江聰淵', 'party': '民主進步黨'}]"
22,10004,10004010,竹北市,"[{'candNo': 1, 'tks': 19215, 'candVictor': ' ', 'tksRate': 19.0, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 28946, 'candVictor': ' ', 'tksRate': 28.62, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 29087, 'candVictor': '*', 'tksRate': 28.76, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 23899, 'candVictor': ' ', 'tksRate': 23.63, 'name': '楊文科', 'party': '中國國民黨'}]"
23,10004,10004020,竹東鎮,"[{'candNo': 1, 'tks': 9561, 'candVictor': ' ', 'tksRate': 18.81, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 14354, 'candVictor': ' ', 'tksRate': 28.23, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 15104, 'candVictor': '*', 'tksRate': 29.71, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 11822, 'candVictor': ' ', 'tksRate': 23.25, 'name': '楊文科', 'party': '中國國民黨'}]"
24,10004,10004030,新埔鎮,"[{'candNo': 1, 'tks': 3058, 'candVictor': ' ', 'tksRate': 17.51, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 5310, 'candVictor': ' ', 'tksRate': 30.41, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 5191, 'candVictor': '*', 'tksRate': 29.73, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 3903, 'candVictor': ' ', 'tksRate': 22.35, 'name': '楊文科', 'party': '中國國民黨'}]"
25,10004,10004040,關西鎮,"[{'candNo': 1, 'tks': 2953, 'candVictor': ' ', 'tksRate': 20.19, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 4083, 'candVictor': ' ', 'tksRate': 27.91, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 4059, 'candVictor': '*', 'tksRate': 27.75, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 3532, 'candVictor': ' ', 'tksRate': 24.15, 'name': '楊文科', 'party': '中國國民黨'}]"
26,10004,10004050,湖口鄉,"[{'candNo': 1, 'tks': 7809, 'candVictor': ' ', 'tksRate': 18.82, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 11779, 'candVictor': ' ', 'tksRate': 28.39, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 12073, 'candVictor': '*', 'tksRate': 29.09, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 9835, 'candVictor': ' ', 'tksRate': 23.7, 'name': '楊文科', 'party': '中國國民黨'}]"
27,10004,10004060,新豐鄉,"[{'candNo': 1, 'tks': 6150, 'candVictor': ' ', 'tksRate': 19.07, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 9122, 'candVictor': ' ', 'tksRate': 28.29, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 9420, 'candVictor': '*', 'tksRate': 29.21, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 7556, 'candVictor': ' ', 'tksRate': 23.43, 'name': '楊文科', 'party': '中國國民黨'}]"
28,10004,10004070,芎林鄉,"[{'candNo': 1, 'tks': 2224, 'candVictor': ' ', 'tksRate': 22.89, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 2700, 'candVictor': ' ', 'tksRate': 27.79, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 2736, 'candVictor': '*', 'tksRate': 28.16, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 2055, 'candVictor': ' ', 'tksRate': 21.15, 'name': '楊文科', 'party': '中國國民黨'}]"
29,10004,10004080,橫山鄉,"[{'candNo': 1, 'tks': 1435, 'candVictor': ' ', 'tksRate': 22.17, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 1693, 'candVictor': ' ', 'tksRate': 26.15, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 1927, 'candVictor': '*', 'tksRate': 29.77, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 1418, 'candVictor': ' ', 'tksRate': 21.91, 'name': '楊文科', 'party': '中國國民黨'}]"
30,10004,10004090,北埔鄉,"[{'candNo': 1, 'tks': 1078, 'candVictor': ' ', 'tksRate': 19.96, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 1745, 'candVictor': ' ', 'tksRate': 32.31, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 1382, 'candVictor': '*', 'tksRate': 25.59, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 1196, 'candVictor': ' ', 'tksRate': 22.14, 'name': '楊文科', 'party': '中國國民黨'}]"
31,10004,10004100,寶山鄉,"[{'candNo': 1, 'tks': 1289, 'candVictor': ' ', 'tksRate': 15.92, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 2611, 'candVictor': ' ', 'tksRate': 32.24, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 2422, 'candVictor': '*', 'tksRate': 29.9, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 1777, 'candVictor': ' ', 'tksRate': 21.94, 'name': '楊文科', 'party': '中國國民黨'}]"
32,10004,10004110,峨眉鄉,"[{'candNo': 1, 'tks': 626, 'candVictor': ' ', 'tksRate': 19.88, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 952, 'candVictor': ' ', 'tksRate': 30.23, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 798, 'candVictor': '*', 'tksRate': 25.34, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 773, 'candVictor': ' ', 'tksRate': 24.55, 'name': '楊文科', 'party': '中國國民黨'}]"
33,10004,10004120,尖石鄉,"[{'candNo': 1, 'tks': 812, 'candVictor': ' ', 'tksRate': 18.43, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 1403, 'candVictor': ' ', 'tksRate': 31.84, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 1214, 'candVictor': '*', 'tksRate': 27.55, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 977, 'candVictor': ' ', 'tksRate': 22.17, 'name': '楊文科', 'party': '中國國民黨'}]"
34,10004,10004130,五峰鄉,"[{'candNo': 1, 'tks': 454, 'candVictor': ' ', 'tksRate': 17.78, 'name': '黃秀龍', 'party': '無'}, {'candNo': 2, 'tks': 695, 'candVictor': ' ', 'tksRate': 27.22, 'name': '范振揆', 'party': '無'}, {'candNo': 3, 'tks': 742, 'candVictor': '*', 'tksRate': 29.06, 'name': '周江杰', 'party': '民主進步黨'}, {'candNo': 4, 'tks': 662, 'candVictor': ' ', 'tksRate': 25.93, 'name': '楊文科', 'party': '中國國民黨'}]"
35,10005,10005010,苗栗市,"[{'candNo': 1, 'tks': 10080, 'candVictor': ' ', 'tksRate': 21.38, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 15474, 'candVictor': '*', 'tksRate': 32.82, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 9469, 'candVictor': ' ', 'tksRate': 20.09, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 12120, 'candVictor': ' ', 'tksRate': 25.71, 'name': '徐定禎', 'party': '民主進步黨'}]"
36,10005,10005020,苑裡鎮,"[{'candNo': 1, 'tks': 4884, 'candVictor': ' ', 'tksRate': 21.84, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 7036, 'candVictor': '*', 'tksRate': 31.47, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 4442, 'candVictor': ' ', 'tksRate': 19.87, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 5998, 'candVictor': ' ', 'tksRate': 26.82, 'name': '徐定禎', 'party': '民主進步黨'}]"
37,10005,10005030,通霄鎮,"[{'candNo': 1, 'tks': 3636, 'candVictor': ' ', 'tksRate': 20.96, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 5277, 'candVictor': '*', 'tksRate': 30.42, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 3429, 'candVictor': ' ', 'tksRate': 19.77, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 5004, 'candVictor': ' ', 'tksRate': 28.85, 'name': '徐定禎', 'party': '民主進步黨'}]"
38,10005,10005040,竹南鎮,"[{'candNo': 1, 'tks': 8581, 'candVictor': ' ', 'tksRate': 20.33, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 12846, 'candVictor': '*', 'tksRate': 30.43, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 8673, 'candVictor': ' ', 'tksRate': 20.54, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 12116, 'candVictor': ' ', 'tksRate': 28.7, 'name': '徐定禎', 'party': '民主進步黨'}]"
39,10005,10005050,頭份市,"[{'candNo': 1, 'tks': 9982, 'candVictor': ' ', 'tksRate': 20.65, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 15659, 'candVictor': '*', 'tksRate': 32.39, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 9630, 'candVictor': ' ', 'tksRate': 19.92, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 13073, 'candVictor': ' ', 'tksRate': 27.04, 'name': '徐定禎', 'party': '民主進步黨'}]"
40,10005,10005060,後龍鎮,"[{'candNo': 1, 'tks': 3614, 'candVictor': ' ', 'tksRate': 20.21, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 5438, 'candVictor': '*', 'tksRate': 30.4, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 3824, 'candVictor': ' ', 'tksRate': 21.38, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 5010, 'candVictor': ' ', 'tksRate': 28.01, 'name': '徐定禎', 'party': '民主進步黨'}]"
41,10005,10005070,卓蘭鎮,"[{'candNo': 1, 'tks': 1576, 'candVictor': ' ', 'tksRate': 20.51, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 2694, 'candVictor': '*', 'tksRate': 35.06, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1197, 'candVictor': ' ', 'tksRate': 15.58, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 2217, 'candVictor': ' ', 'tksRate': 28.85, 'name': '徐定禎', 'party': '民主進步黨'}]"
42,10005,10005080,大湖鄉,"[{'candNo': 1, 'tks': 1357, 'candVictor': ' ', 'tksRate': 18.71, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 2467, 'candVictor': '*', 'tksRate': 34.01, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1448, 'candVictor': ' ', 'tksRate': 19.96, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 1982, 'candVictor': ' ', 'tksRate': 27.32, 'name': '徐定禎', 'party': '民主進步黨'}]"
43,10005,10005090,公館鄉,"[{'candNo': 1, 'tks': 4077, 'candVictor': ' ', 'tksRate': 21.22, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 5677, 'candVictor': '*', 'tksRate': 29.55, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 3908, 'candVictor': ' ', 'tksRate': 20.34, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 5551, 'candVictor': ' ', 'tksRate': 28.89, 'name': '徐定禎', 'party': '民主進步黨'}]"
44,10005,10005100,銅鑼鄉,"[{'candNo': 1, 'tks': 1759, 'candVictor': ' ', 'tksRate': 20.69, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 2632, 'candVictor': '*', 'tksRate': 30.96, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1557, 'candVictor': ' ', 'tksRate': 18.32, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 2553, 'candVictor': ' ', 'tksRate': 30.03, 'name': '徐定禎', 'party': '民主進步黨'}]"
45,10005,10005110,南庄鄉,"[{'candNo': 1, 'tks': 803, 'candVictor': ' ', 'tksRate': 16.85, 'name': '鍾東錦', 'party': '無'}, {'candNo': 2, 'tks': 1602, 'candVictor': '*', 'tksRate': 33.61, 'name': '謝福弘', 'party': '中國國民黨'}, {'candNo': 3, 'tks': 1054, 'candVictor': ' ', 'tksRate': 22.11, 'name': '吳盛聖', 'party': '無'}, {'candNo': 4, 'tks': 1307, 'candVictor': ' ', 'tksRate': 27.42, 'name': '徐定禎', 'party': '民主進步黨'}]"
